Application_ID,Applicant_Age,Business_Type,Business_Age,Monthly_Business_Revenue,Monthly_Business_Expenses,Monthly_Business_Profit,Existing_Business_EMI,Loan_Amount,Loan_Tenure,Number_of_Employees,Business_Registration,GST_Registration,Annual_Turnover,Business_Location_Type,Loan_Purpose,Collateral_Available,Loan_Approval
BL101001,44,Retail,10.1,305800,293300,15400,5600,271000,2,0,Registered,No,4023000,Urban,Business Expansion,Yes,Rejected
BL101002,44,IT Services,2.2,235500,155700,83100,0,1329000,10,1,Registered,Yes,2865000,Semi Urban,Business Expansion,Yes,Approved
BL101003,46,Wholesale,8.0,104300,73900,31300,0,771000,3,3,Registered,Yes,1333000,Urban,New Branch,Yes,Rejected
BL101004,41,Healthcare,18.4,159900,56000,95900,14800,1882000,5,0,Registered,Yes,1937000,Rural,Working Capital,No,Approved
BL101005,33,Retail,5.2,121500,89600,33200,5400,551000,7,1,Registered,Yes,1382000,Semi Urban,Working Capital,No,Rejected
BL101006,54,Transport,7.2,148500,139100,13800,2800,140000,3,2,Registered,No,1929000,Urban,New Branch,Yes,Approved
BL101007,46,Education,12.7,151600,86400,65600,17300,1882000,7,1,Registered,Yes,1814000,Urban,Working Capital,No,Rejected
BL101008,32,Other Services,4.6,172400,141500,26300,4600,349000,5,0,Registered,No,1990000,Semi Urban,Inventory,Yes,Approved
BL101009,32,Other Services,10.8,84800,50800,32300,7000,242000,3,0,Registered,Yes,1092000,Semi Urban,Business Expansion,No,Rejected
BL101010,58,Other Services,8.8,154900,72000,83600,6300,1097000,3,2,Registered,Yes,1836000,Semi Urban,Business Expansion,No,Approved
BL101011,39,Restaurant,6.2,354300,220800,127400,5800,1326000,5,3,Registered,Yes,4093000,Urban,Inventory,No,Approved
BL101012,34,Manufacturing,7.3,559300,330600,223100,64800,3304000,7,4,Registered,Yes,7071000,Semi Urban,Equipment Purchase,Yes,Approved
BL101013,35,IT Services,2.6,100300,69700,29500,8200,756000,10,0,Registered,Yes,1170000,Rural,Business Expansion,No,Rejected
BL101014,44,Manufacturing,21.3,379700,243300,139400,20400,2102000,2,2,Registered,Yes,4433000,Urban,Working Capital,Yes,Approved
BL101015,36,Other Services,5.1,760400,418400,366100,15400,6226000,5,8,Registered,No,9797000,Semi Urban,Inventory,Yes,Approved
BL101016,41,IT Services,7.5,176700,132400,39000,16900,978000,7,1,Registered,No,2222000,Urban,Technology Upgrade,No,Rejected
BL101017,61,Restaurant,2.0,270100,224900,50700,23100,923000,2,2,Registered,No,3062000,Semi Urban,Working Capital,No,Rejected
BL101018,26,Other Services,6.0,365400,279300,93300,34600,2183000,3,1,Registered,No,4030000,Semi Urban,Working Capital,No,Approved
BL101019,36,Restaurant,5.6,153000,107600,46200,13600,812000,5,0,Registered,Yes,1810000,Urban,Inventory,Yes,Rejected
BL101020,41,IT Services,7.0,351600,235500,114600,4200,1636000,3,1,Registered,No,4214000,Rural,Business Expansion,Yes,Approved
BL101021,24,IT Services,4.0,177300,134100,45900,18000,830000,2,3,Registered,Yes,2008000,Rural,Equipment Purchase,No,Rejected
BL101022,45,Healthcare,8.9,353200,214900,138700,39800,4089000,2,2,Registered,Yes,4660000,Semi Urban,Equipment Purchase,Yes,Approved
BL101023,48,IT Services,10.1,493900,389900,102400,4700,879000,5,9,Registered,Yes,5674000,Semi Urban,Business Expansion,No,Approved
BL101024,28,Restaurant,4.0,423000,217200,190500,58300,5193000,10,4,Registered,Yes,4716000,Urban,Working Capital,Yes,Approved
BL101025,39,Retail,2.8,164700,74600,91600,11300,1925000,2,1,Registered,Yes,1825000,Urban,Technology Upgrade,Yes,Approved
BL101026,42,Wholesale,2.9,284700,216300,76300,24700,2231000,3,1,Registered,Yes,3153000,Semi Urban,Inventory,Yes,Approved
BL101027,45,Transport,13.1,150100,81100,64800,24100,777000,1,1,Registered,Yes,1733000,Rural,Working Capital,Yes,Rejected
BL101028,64,Manufacturing,3.7,100300,58400,40100,11100,608000,5,0,Registered,Yes,1124000,Semi Urban,Inventory,No,Rejected
BL101029,33,Transport,11.9,174100,94900,77600,5800,670000,7,2,Registered,Yes,2157000,Rural,Working Capital,No,Approved
BL101030,45,IT Services,6.4,324700,246000,76900,22500,558000,5,2,Registered,No,4010000,Rural,Business Expansion,Yes,Rejected
BL101031,39,Retail,4.7,168900,97300,69200,19700,1187000,5,3,Registered,Yes,1869000,Urban,Working Capital,Yes,Approved
BL101032,37,Retail,1.1,476200,409900,78400,7400,639000,7,0,Registered,Yes,6090000,Semi Urban,Business Expansion,No,Approved
BL101033,40,Retail,18.3,208300,162400,54200,8100,1109000,5,1,Registered,Yes,2629000,Semi Urban,Working Capital,Yes,Approved
BL101034,44,IT Services,6.0,104600,74700,30400,14800,594000,5,0,Registered,Yes,1232000,Rural,Technology Upgrade,No,Rejected
BL101035,40,Healthcare,4.4,168700,149800,16700,7500,479000,5,1,Registered,Yes,1966000,Urban,Inventory,Yes,Rejected
BL101036,42,Restaurant,6.3,135400,75600,60200,7100,1678000,2,2,Registered,Yes,1525000,Urban,Inventory,No,Approved
BL101037,39,Transport,7.0,438200,305400,122900,0,1607000,3,4,Registered,Yes,5199000,Urban,Working Capital,No,Approved
BL101038,32,Healthcare,3.6,269200,102900,161500,68200,4551000,5,3,Registered,Yes,3204000,Semi Urban,Business Expansion,No,Rejected
BL101039,47,Wholesale,4.8,191600,117100,76600,39700,560000,5,1,Registered,No,2253000,Semi Urban,Inventory,No,Rejected
BL101040,49,Other Services,2.4,310800,158100,156700,68300,3697000,2,1,Registered,Yes,3471000,Semi Urban,Business Expansion,Yes,Rejected
BL101041,49,Restaurant,3.7,125000,99800,26600,3900,530000,3,3,Registered,Yes,1387000,Rural,Equipment Purchase,No,Approved
BL101042,46,Wholesale,5.7,100600,84900,14700,4400,213000,3,0,Registered,No,1291000,Rural,New Branch,Yes,Rejected
BL101043,33,Wholesale,2.0,93600,60300,33500,2100,862000,7,0,Registered,Yes,1044000,Rural,New Branch,Yes,Rejected
BL101044,31,Retail,5.2,66400,64400,1500,500,100000,3,0,Registered,Yes,855000,Urban,Working Capital,Yes,Rejected
BL101045,48,IT Services,4.8,105200,60000,47000,5300,880000,2,1,Registered,No,1297000,Urban,Business Expansion,Yes,Approved
BL101046,29,Transport,3.9,278900,146600,134600,14100,3021000,7,3,Registered,Yes,3465000,Rural,Technology Upgrade,Yes,Approved
BL101047,34,Retail,10.7,308100,187900,130400,24400,1620000,3,2,Registered,Yes,3606000,Urban,Equipment Purchase,No,Rejected
BL101048,59,Transport,2.5,118100,86200,32700,3800,288000,7,1,Registered,Yes,1317000,Urban,Inventory,Yes,Rejected
BL101049,45,Wholesale,6.3,59600,47900,10700,3300,243000,1,1,Registered,Yes,705000,Urban,Technology Upgrade,No,Rejected
BL101050,41,Restaurant,3.7,155900,122100,30000,2200,314000,10,1,Registered,Yes,1914000,Urban,Business Expansion,No,Approved
BL101051,23,IT Services,3.0,268300,170600,98500,57900,1093000,10,0,Registered,Yes,3218000,Semi Urban,Inventory,Yes,Approved
BL101052,34,Education,6.4,327800,270800,41700,11800,450000,2,3,Registered,Yes,4236000,Rural,Technology Upgrade,No,Rejected
BL101053,48,Other Services,22.0,230000,140900,87200,12900,2087000,1,4,Registered,Yes,2550000,Semi Urban,Business Expansion,No,Approved
BL101054,27,Restaurant,7.0,108700,105400,2200,100,100000,3,2,Registered,No,1364000,Urban,Technology Upgrade,Yes,Rejected
BL101055,44,IT Services,3.4,307700,252200,50500,7700,1201000,2,4,Registered,No,3719000,Semi Urban,Technology Upgrade,No,Rejected
BL101056,28,IT Services,5.5,251900,105300,147300,24900,2890000,5,2,Registered,Yes,3083000,Urban,Working Capital,Yes,Rejected
BL101057,34,Transport,3.3,309800,191000,112400,17900,2042000,1,3,Registered,Yes,3478000,Urban,Equipment Purchase,Yes,Approved
BL101058,26,Manufacturing,6.0,116500,67800,45000,5700,1246000,2,1,Registered,No,1440000,Urban,Working Capital,Yes,Rejected
BL101059,41,Restaurant,3.4,270500,258500,14600,1100,290000,5,0,Registered,Yes,3261000,Rural,Inventory,Yes,Rejected
BL101060,25,Retail,3.3,334700,187000,145200,48800,1696000,7,2,Registered,No,4396000,Urban,Technology Upgrade,No,Rejected
BL101061,39,Retail,4.3,88400,34200,53000,21800,1569000,1,0,Registered,Yes,1086000,Rural,Technology Upgrade,Yes,Rejected
BL101062,46,Manufacturing,4.5,137400,111600,26300,1900,354000,2,2,Registered,Yes,1657000,Urban,Equipment Purchase,Yes,Rejected
BL101063,42,Retail,0.7,79800,27900,47900,9200,832000,5,0,Registered,Yes,900000,Urban,Inventory,Yes,Approved
BL101064,44,Manufacturing,4.7,122100,77500,45100,0,678000,2,1,Registered,Yes,1365000,Rural,Technology Upgrade,No,Approved
BL101065,42,Restaurant,18.9,186800,146800,42200,5000,1002000,5,1,Registered,No,2225000,Urban,Business Expansion,No,Approved
BL101066,39,Retail,3.4,83400,52600,33600,16600,576000,5,1,Registered,Yes,1041000,Semi Urban,Business Expansion,No,Rejected
BL101067,39,Other Services,10.6,387400,335700,54200,20600,781000,3,3,Registered,Yes,4296000,Urban,Working Capital,No,Approved
BL101068,43,Retail,8.1,390800,286300,108800,31900,2343000,5,3,Registered,Yes,5061000,Urban,Inventory,Yes,Approved
BL101069,30,Education,4.3,183800,103500,80700,2100,1438000,1,1,Registered,Yes,2360000,Rural,Working Capital,No,Rejected
BL101070,36,Construction,3.0,134000,95100,33800,3200,217000,2,3,Registered,No,1452000,Urban,Working Capital,Yes,Approved
BL101071,58,Construction,2.3,193600,175900,17200,2100,369000,2,0,Registered,Yes,2457000,Semi Urban,New Branch,No,Rejected
BL101072,44,Manufacturing,3.0,477100,340500,149400,52800,1467000,10,4,Registered,Yes,6219000,Semi Urban,Business Expansion,Yes,Approved
BL101073,51,Other Services,1.9,289200,217000,75000,29600,2179000,2,2,Registered,Yes,3552000,Urban,Working Capital,No,Approved
BL101074,43,Manufacturing,1.2,67500,50100,16700,3400,399000,3,0,Registered,Yes,839000,Rural,Technology Upgrade,Yes,Rejected
BL101075,33,Retail,2.7,51400,30200,21600,7300,323000,2,0,Registered,Yes,578000,Urban,Business Expansion,No,Rejected
BL101076,37,Retail,11.2,115400,53800,59000,5400,439000,5,2,Registered,Yes,1393000,Urban,Inventory,Yes,Rejected
BL101077,24,Restaurant,4.0,193700,141800,54600,13600,757000,2,4,Registered,No,2300000,Urban,Business Expansion,Yes,Rejected
BL101078,52,Retail,3.9,71600,62400,8500,3100,184000,5,0,Registered,No,826000,Urban,Business Expansion,Yes,Approved
BL101079,48,Healthcare,12.2,175700,133400,42900,18900,1183000,2,2,Registered,Yes,2101000,Urban,Working Capital,No,Rejected
BL101080,32,Wholesale,3.0,72700,36900,34300,1000,821000,7,0,Registered,Yes,789000,Rural,Equipment Purchase,Yes,Rejected
BL101081,47,Other Services,1.6,199700,147200,53400,22400,1307000,10,2,Registered,Yes,2273000,Rural,Inventory,No,Rejected
BL101082,46,Wholesale,17.6,226500,182300,33300,18800,304000,3,0,Registered,Yes,2631000,Urban,Working Capital,No,Approved
BL101083,41,Retail,6.7,552700,462800,85100,0,979000,1,3,Registered,Yes,6213000,Rural,Working Capital,Yes,Approved
BL101084,44,Wholesale,8.2,183600,140100,40700,0,1016000,3,2,Registered,Yes,2051000,Semi Urban,Technology Upgrade,No,Rejected
BL101085,45,Retail,3.2,160600,115000,43300,19400,651000,2,1,Registered,Yes,1944000,Urban,Business Expansion,Yes,Approved
BL101086,43,Other Services,3.5,442500,265300,146700,21600,3902000,7,1,Registered,Yes,5785000,Semi Urban,Business Expansion,Yes,Approved
BL101087,41,Transport,4.0,294200,193700,96400,17100,672000,10,1,Registered,Yes,3557000,Urban,Working Capital,No,Approved
BL101088,41,Restaurant,8.7,203900,165600,39300,15300,818000,2,0,Registered,Yes,2568000,Urban,Technology Upgrade,Yes,Rejected
BL101089,35,Transport,2.4,165600,94800,67800,5300,1235000,5,0,Registered,Yes,1926000,Rural,New Branch,Yes,Approved
BL101090,48,Construction,2.8,551600,313200,243500,61300,6164000,5,5,Registered,Yes,7251000,Urban,Working Capital,Yes,Approved
BL101091,58,Other Services,9.5,128100,99400,31000,200,312000,5,2,Registered,Yes,1493000,Urban,Business Expansion,No,Rejected
BL101092,30,Transport,10.0,81900,59900,22500,7700,242000,1,0,Registered,Yes,1069000,Rural,Working Capital,Yes,Rejected
BL101093,40,Transport,4.9,177200,154700,23800,8100,424000,7,2,Registered,Yes,2282000,Urban,Technology Upgrade,No,Rejected
BL101094,34,IT Services,2.3,164400,131600,33700,8100,691000,3,0,Registered,Yes,2107000,Urban,Inventory,Yes,Rejected
BL101095,45,Manufacturing,2.1,409700,250200,163900,35300,1623000,7,3,Registered,Yes,5366000,Urban,New Branch,No,Approved
BL101096,44,Restaurant,6.1,218300,192900,22400,4700,622000,3,1,Registered,Yes,2813000,Rural,Working Capital,No,Rejected
BL101097,41,Transport,13.6,344200,248600,89600,16800,2351000,7,1,Registered,Yes,4486000,Semi Urban,Working Capital,No,Approved
BL101098,35,Education,10.5,42800,33100,9000,1800,100000,2,0,Registered,Yes,513000,Urban,Business Expansion,No,Rejected
BL101099,36,Transport,7.3,162700,103600,61300,21100,1618000,2,1,Registered,Yes,1847000,Semi Urban,Equipment Purchase,Yes,Approved
BL101100,33,Other Services,2.0,481900,361200,112500,0,3144000,1,5,Registered,No,5966000,Urban,Working Capital,Yes,Approved
BL101101,25,Transport,5.0,104100,64100,39400,19300,468000,2,0,Registered,Yes,1239000,Urban,Business Expansion,No,Rejected
BL101102,51,Transport,1.5,168100,68400,98200,23700,2627000,3,1,Registered,Yes,1850000,Semi Urban,Business Expansion,Yes,Rejected
BL101103,46,Retail,15.1,328900,302500,27500,15200,537000,5,1,Registered,Yes,4242000,Urban,Equipment Purchase,No,Approved
BL101104,52,Transport,3.2,146900,83900,64800,16300,1637000,1,1,Registered,Yes,1587000,Urban,Working Capital,Yes,Rejected
BL101105,37,Retail,4.2,317900,194200,127600,27400,2611000,2,0,Registered,Yes,3672000,Semi Urban,Inventory,No,Approved
BL101106,44,Wholesale,12.4,138300,83300,50000,15400,658000,5,1,Registered,Yes,1503000,Rural,Business Expansion,Yes,Approved
BL101107,32,Wholesale,4.1,194400,178900,16800,400,380000,5,1,Registered,Yes,2278000,Urban,Business Expansion,No,Rejected
BL101108,35,Transport,15.0,297300,222100,74800,4000,1705000,5,2,Registered,No,3283000,Rural,Business Expansion,Yes,Approved
BL101109,58,Education,0.3,103300,79200,24400,4500,569000,5,0,Registered,Yes,1301000,Semi Urban,Inventory,No,Rejected
BL101110,37,IT Services,2.9,122000,98800,22300,5000,541000,5,2,Registered,Yes,1519000,Semi Urban,Business Expansion,No,Approved
BL101111,49,IT Services,8.9,344100,269300,69200,25500,1489000,2,1,Registered,Yes,3735000,Semi Urban,Equipment Purchase,No,Approved
BL101112,42,Wholesale,10.0,123900,88400,37900,8500,622000,2,1,Registered,Yes,1385000,Urban,Working Capital,Yes,Rejected
BL101113,27,Restaurant,3.1,214500,152100,61500,26500,860000,7,2,Registered,No,2389000,Urban,New Branch,No,Approved
BL101114,39,Manufacturing,1.9,356600,313600,51600,0,1436000,5,3,Registered,Yes,4528000,Semi Urban,Equipment Purchase,No,Approved
BL101115,43,Retail,7.5,210100,110700,99200,48100,2533000,10,4,Registered,Yes,2568000,Rural,Inventory,No,Approved
BL101116,46,Healthcare,5.1,234100,133300,100700,15300,2623000,10,2,Registered,No,2805000,Urban,Equipment Purchase,No,Rejected
BL101117,24,Retail,0.4,503700,387300,109300,34500,895000,1,5,Unregistered,Not Applicable,6517000,Urban,Equipment Purchase,Yes,Rejected
BL101118,31,Other Services,2.0,790500,575000,215000,84600,3387000,5,3,Registered,Yes,9030000,Urban,Working Capital,No,Approved
BL101119,43,Restaurant,9.0,215700,137900,81700,1300,1185000,5,2,Registered,Yes,2476000,Urban,Working Capital,Yes,Approved
BL101120,32,Construction,7.2,154100,149500,4200,1800,113000,5,1,Registered,Yes,1959000,Urban,Inventory,Yes,Rejected
BL101121,51,Construction,3.5,327700,173700,155300,50700,2167000,1,0,Registered,No,3571000,Rural,Technology Upgrade,No,Approved
BL101122,39,IT Services,1.7,124700,86100,42600,20400,1217000,5,1,Registered,Yes,1556000,Semi Urban,Working Capital,No,Rejected
BL101123,44,IT Services,8.3,437100,314900,111700,25100,2841000,3,5,Registered,Yes,5292000,Rural,Equipment Purchase,Yes,Approved
BL101124,52,Wholesale,11.4,143200,90300,50200,10700,1348000,5,0,Registered,Yes,1707000,Rural,Working Capital,Yes,Rejected
BL101125,29,Retail,7.5,154200,92000,63100,6400,540000,5,0,Registered,Yes,1680000,Rural,Business Expansion,Yes,Approved
BL101126,44,Retail,2.4,107400,69100,34600,3700,1018000,2,0,Registered,Yes,1204000,Urban,Equipment Purchase,No,Approved
BL101127,41,Construction,3.5,119400,106300,14300,2900,213000,3,1,Registered,Yes,1387000,Semi Urban,Business Expansion,Yes,Rejected
BL101128,41,Wholesale,19.0,403600,255700,141400,42500,1121000,1,4,Registered,No,4978000,Urban,Inventory,No,Approved
BL101129,38,Other Services,5.8,244100,179200,62700,20400,1314000,5,0,Registered,No,2758000,Semi Urban,Business Expansion,Yes,Approved
BL101130,41,Restaurant,20.8,192600,116400,79500,4900,2127000,1,2,Registered,Yes,2542000,Semi Urban,Business Expansion,No,Rejected
BL101131,23,Restaurant,3.0,680200,527500,135600,26900,3183000,2,6,Registered,Yes,8864000,Rural,Business Expansion,No,Approved
BL101132,51,Transport,4.9,213400,175600,29300,7200,672000,5,3,Registered,No,2698000,Urban,New Branch,No,Approved
BL101133,28,Construction,1.6,196700,129400,59000,0,1687000,2,0,Registered,Yes,2451000,Semi Urban,Business Expansion,Yes,Approved
BL101134,56,IT Services,2.1,102000,78700,23900,8200,698000,3,0,Registered,Yes,1290000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101135,31,Retail,1.7,122300,81400,43000,7500,1108000,5,1,Registered,Yes,1532000,Semi Urban,Working Capital,No,Rejected
BL101136,31,Retail,2.3,113400,77800,33200,7100,824000,5,1,Registered,Yes,1354000,Urban,Equipment Purchase,Yes,Rejected
BL101137,44,Retail,8.3,131700,97300,37200,16000,536000,5,1,Registered,No,1455000,Urban,Working Capital,Yes,Approved
BL101138,42,Restaurant,18.6,150100,108300,41600,2600,712000,5,1,Registered,No,1684000,Urban,Working Capital,Yes,Approved
BL101139,44,Manufacturing,5.8,167500,119100,48500,4000,908000,5,2,Registered,Yes,2152000,Urban,Technology Upgrade,Yes,Approved
BL101140,43,Retail,0.9,302500,147800,160200,0,2803000,5,3,Unregistered,Not Applicable,3929000,Semi Urban,Working Capital,No,Approved
BL101141,39,Transport,4.8,195800,101700,87100,17500,2210000,3,1,Registered,Yes,2324000,Rural,Business Expansion,No,Rejected
BL101142,37,Restaurant,4.2,581200,264600,324000,121500,9667000,3,2,Registered,Yes,7274000,Rural,Business Expansion,Yes,Approved
BL101143,45,Wholesale,9.5,290200,144500,134900,0,1475000,2,2,Registered,No,3673000,Urban,Equipment Purchase,Yes,Approved
BL101144,34,Education,1.9,130100,96200,29600,1600,738000,7,1,Registered,Yes,1589000,Urban,Business Expansion,No,Rejected
BL101145,41,Restaurant,4.8,260700,165300,87700,20600,1812000,3,0,Registered,Yes,2869000,Rural,New Branch,Yes,Approved
BL101146,25,Manufacturing,5.0,217700,130200,89900,12700,2107000,5,2,Registered,Yes,2369000,Urban,Equipment Purchase,Yes,Rejected
BL101147,42,Manufacturing,19.3,459500,420100,45100,6400,812000,3,5,Registered,No,5193000,Urban,Inventory,Yes,Approved
BL101148,41,Retail,6.3,325400,272100,58700,13700,1333000,5,3,Registered,Yes,3729000,Urban,Inventory,Yes,Rejected
BL101149,40,Manufacturing,7.8,207000,98000,108600,52700,2282000,10,1,Registered,No,2326000,Semi Urban,Inventory,No,Rejected
BL101150,55,Education,8.0,567600,321900,240800,52100,5234000,1,1,Registered,Yes,6739000,Semi Urban,Technology Upgrade,No,Approved
BL101151,53,Retail,3.4,277700,154600,125500,30900,3617000,2,4,Registered,Yes,3384000,Semi Urban,Equipment Purchase,No,Approved
BL101152,48,Restaurant,9.3,285100,196200,87700,24800,623000,2,1,Registered,No,3188000,Urban,Working Capital,Yes,Approved
BL101153,48,Retail,3.1,489900,250900,240400,0,3150000,7,3,Registered,No,6069000,Semi Urban,Equipment Purchase,No,Approved
BL101154,41,Retail,5.7,332400,196600,134900,34900,2896000,2,1,Registered,Yes,4219000,Urban,Equipment Purchase,No,Approved
BL101155,43,Restaurant,0.8,226300,166200,59500,0,903000,7,1,Registered,Yes,2972000,Urban,Business Expansion,No,Approved
BL101156,44,Healthcare,1.9,189700,125700,71500,15300,1201000,2,3,Registered,Yes,2406000,Rural,Working Capital,No,Approved
BL101157,45,Retail,4.0,59200,30200,30000,11200,487000,10,0,Registered,Yes,741000,Urban,Equipment Purchase,Yes,Rejected
BL101158,41,Construction,4.7,65700,45500,20700,3100,511000,2,1,Registered,Yes,727000,Semi Urban,Working Capital,Yes,Rejected
BL101159,45,Retail,3.3,185300,129100,54500,20200,402000,1,1,Registered,Yes,2325000,Semi Urban,Working Capital,No,Approved
BL101160,41,Construction,4.9,142500,100900,41600,0,699000,7,1,Registered,Yes,1774000,Urban,Equipment Purchase,No,Approved
BL101161,44,Other Services,1.2,201000,99900,104800,26400,2306000,10,3,Registered,Yes,2371000,Urban,Working Capital,Yes,Rejected
BL101162,48,Manufacturing,0.9,365900,295500,71200,18100,1127000,3,3,Unregistered,Not Applicable,4808000,Urban,Technology Upgrade,No,Approved
BL101163,34,IT Services,9.9,125000,76900,46900,0,355000,5,0,Registered,No,1422000,Semi Urban,Inventory,Yes,Approved
BL101164,41,Wholesale,10.1,77200,40900,33600,9600,968000,2,0,Registered,Yes,983000,Urban,Business Expansion,Yes,Rejected
BL101165,41,Manufacturing,2.9,91200,62800,27600,0,417000,10,0,Registered,Yes,1122000,Urban,Working Capital,No,Rejected
BL101166,31,Retail,5.6,110100,84400,27100,6400,774000,7,5,Registered,Yes,1274000,Urban,Working Capital,Yes,Approved
BL101167,53,Retail,3.5,100300,76000,21600,6000,607000,7,0,Registered,Yes,1301000,Semi Urban,Working Capital,No,Rejected
BL101168,33,Restaurant,4.0,204000,172900,36800,5400,341000,7,0,Registered,Yes,2341000,Urban,Working Capital,Yes,Rejected
BL101169,53,Manufacturing,5.2,500500,299000,203300,47700,4333000,5,1,Registered,No,5549000,Rural,Business Expansion,Yes,Approved
BL101170,28,Wholesale,4.3,287500,135000,160200,87900,2064000,3,1,Registered,Yes,3745000,Urban,Working Capital,Yes,Rejected
BL101171,27,Retail,7.0,300500,191500,108100,13700,1183000,10,3,Registered,Yes,3514000,Semi Urban,Business Expansion,Yes,Approved
BL101172,37,Construction,7.7,226700,79300,136000,4600,2649000,3,2,Registered,Yes,2584000,Semi Urban,Inventory,Yes,Approved
BL101173,44,Retail,4.1,94500,54000,39600,20400,747000,10,0,Registered,Yes,1083000,Semi Urban,Business Expansion,Yes,Rejected
BL101174,44,Retail,6.4,762500,485300,265900,63300,7241000,2,9,Registered,No,8484000,Urban,Business Expansion,No,Approved
BL101175,52,Manufacturing,9.4,164300,101200,60000,22900,1335000,5,0,Registered,Yes,2075000,Urban,Inventory,Yes,Rejected
BL101176,33,Construction,3.0,316700,236300,82900,0,1957000,5,1,Registered,Yes,3632000,Urban,Inventory,No,Rejected
BL101177,48,Retail,12.1,51900,35100,15800,0,395000,2,0,Registered,No,562000,Urban,Working Capital,Yes,Rejected
BL101178,25,Healthcare,3.7,188400,139100,43600,3300,332000,2,0,Registered,No,2486000,Urban,New Branch,No,Rejected
BL101179,31,Transport,11.0,179300,128500,48200,8600,709000,5,0,Registered,Yes,2240000,Semi Urban,Working Capital,No,Approved
BL101180,38,Restaurant,6.5,169400,82500,89400,11300,1848000,3,2,Registered,Yes,1844000,Urban,Equipment Purchase,Yes,Approved
BL101181,30,Retail,1.3,85700,65000,20100,2500,495000,5,0,Unregistered,No,1124000,Urban,Inventory,No,Rejected
BL101182,45,Education,2.4,223900,136500,82900,0,2101000,3,3,Registered,Yes,2899000,Urban,Business Expansion,Yes,Approved
BL101183,34,Manufacturing,2.0,413300,292600,116600,27700,3138000,2,3,Registered,Yes,5039000,Semi Urban,Business Expansion,Yes,Approved
BL101184,49,Transport,7.6,700700,518500,196100,32300,4353000,2,6,Registered,Yes,8459000,Semi Urban,Equipment Purchase,Yes,Approved
BL101185,48,Construction,2.9,534600,308300,230400,0,2162000,3,5,Registered,No,6320000,Urban,Working Capital,No,Approved
BL101186,34,Wholesale,6.5,424500,250500,177700,28000,2250000,2,2,Registered,Yes,5246000,Urban,Working Capital,Yes,Approved
BL101187,37,Wholesale,7.2,554200,379300,179000,32900,3681000,2,5,Registered,Yes,6084000,Semi Urban,Inventory,Yes,Approved
BL101188,39,Restaurant,4.8,594600,367100,206600,74900,4370000,1,1,Registered,Yes,7738000,Semi Urban,Equipment Purchase,No,Approved
BL101189,52,Wholesale,13.6,114200,103200,10500,1300,100000,5,1,Registered,No,1238000,Urban,New Branch,No,Approved
BL101190,32,Healthcare,6.8,231200,157500,77900,27200,1395000,2,1,Registered,No,2526000,Urban,Working Capital,Yes,Approved
BL101191,23,Healthcare,0.9,92400,48900,39300,13100,1159000,7,0,Registered,Yes,1186000,Rural,Equipment Purchase,No,Rejected
BL101192,36,Manufacturing,6.9,274600,261200,5500,400,100000,1,0,Registered,Yes,3410000,Rural,New Branch,No,Approved
BL101193,32,Healthcare,4.7,171500,124500,42900,13100,637000,5,1,Registered,No,2032000,Semi Urban,Working Capital,Yes,Rejected
BL101194,26,Transport,0.5,181200,122300,55800,20900,1121000,2,1,Unregistered,No,2054000,Semi Urban,Inventory,Yes,Approved
BL101195,40,IT Services,11.7,168700,148000,20500,7500,584000,5,2,Registered,No,2044000,Rural,Working Capital,No,Rejected
BL101196,29,IT Services,8.2,44500,32000,11200,2900,100000,5,1,Registered,Yes,555000,Urban,Business Expansion,No,Rejected
BL101197,43,Wholesale,4.1,63200,42300,21400,4000,558000,2,0,Registered,Yes,706000,Urban,Equipment Purchase,Yes,Rejected
BL101198,29,Healthcare,3.1,332200,156800,189500,0,2539000,2,1,Registered,Yes,4252000,Semi Urban,Working Capital,Yes,Approved
BL101199,65,Transport,11.1,132700,50700,79600,30300,1048000,7,0,Registered,Yes,1457000,Rural,Business Expansion,Yes,Approved
BL101200,50,Healthcare,6.5,367200,308000,48000,0,601000,2,1,Registered,Yes,4685000,Semi Urban,Technology Upgrade,No,Approved
BL101201,33,Healthcare,0.3,180500,129800,48800,8600,1331000,2,2,Registered,Yes,2226000,Rural,Working Capital,Yes,Rejected
BL101202,33,Education,13.0,76800,50200,27300,9900,272000,5,0,Registered,Yes,872000,Rural,New Branch,Yes,Rejected
BL101203,38,Education,5.4,85800,56800,29100,1500,225000,2,0,Registered,No,1005000,Rural,Equipment Purchase,No,Rejected
BL101204,47,Retail,13.0,132900,95700,38900,7800,977000,5,2,Registered,Yes,1628000,Semi Urban,Business Expansion,Yes,Rejected
BL101205,36,Restaurant,5.6,113900,86900,26100,0,703000,3,0,Registered,Yes,1299000,Semi Urban,New Branch,No,Rejected
BL101206,30,Restaurant,3.7,188500,109100,80200,11700,976000,3,1,Registered,Yes,2186000,Semi Urban,Business Expansion,Yes,Approved
BL101207,27,Construction,6.1,231300,163100,79600,4100,2337000,1,4,Registered,Yes,2916000,Urban,Equipment Purchase,No,Rejected
BL101208,40,Wholesale,18.4,243800,182500,58800,4900,1669000,2,0,Registered,Yes,2663000,Urban,Working Capital,No,Rejected
BL101209,33,Other Services,4.4,228000,140200,87300,25000,778000,2,2,Registered,Yes,2837000,Urban,Business Expansion,Yes,Approved
